,source,author,title,description,url,urlToImage,publishedAt,content
19,"{'id': None, 'name': 'Daily Beast'}",Fletcher Peters,All the Companies Facing Major Troubles After Silicon Valley Bank Crash,"ReutersAs a result of Silicon Valley Bank’s (SVB) sudden implosion on Friday, a bevy of companies have started releasing filing information, sending out...",https://www.thedailybeast.com/roku-etsy-vox-media-companies-impacted-by-silicon-valley-bank-crash?source=articles&via=rss,https://media.zenfs.com/en/thedailybeast.com/7dd68a07725225b34a69b17c51fac08e,2023-03-11T18:12:15Z,"As a result of Silicon Valley Banks (SVB) sudden implosion on Friday, a bevy of companies have started releasing filing information, sending out calls for help, and putting holds on their companys pa… [+6516 chars]"
20,"{'id': None, 'name': 'Biztoc.com'}",cnn.com,Camp toy store pleads for help after Silicon Valley Bank collapse,"A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat. Camp, a venture-backed retailer, sent an email to customers Friday announcing it was slashing prices and wou…",https://biztoc.com/x/8ea85b86d4ed1c9a,https://c.biztoc.com/p/8ea85b86d4ed1c9a/og.webp,2023-03-11T16:40:09Z,"A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat.Camp, a venture-backed retailer, sent an email to… [+295 chars]"
21,"{'id': None, 'name': 'Biztoc.com'}",foxbusiness.com,"Silicon Valley Bank collapse hits companies such as Camp, Compass Coffee","Kids retailer Camp and coffee company Compass Coffee are among businesses affected by the shutdown of Silicon Valley Bank. Camp wrote Friday on Instagram that its bank ""got shut down by regulators"" and that it was offering 40% discounts on products online whe…",https://biztoc.com/x/754047f28ddd8a7f,https://c.biztoc.com/p/754047f28ddd8a7f/og.webp,2023-03-11T12:50:07Z,"Kids retailer Camp and coffee company Compass Coffee are among businesses affected by the shutdown of Silicon Valley Bank. Camp wrote Friday on Instagram that its bank ""got shut down by regulators"" a… [+329 chars]"
22,"{'id': 'cnn', 'name': 'CNN'}",Catherine Thorbecke,Analysis: Tech industry avoided an 'extinction-level event',"For much of the weekend, Silicon Valley scrambled to find a way through what one prominent tech investor described as an ""extinction-level event for startups"" after the collapse of a top lender in the industry.",https://www.cnn.com/2023/03/13/tech/tech-industry-relief-silicon-valley-bank/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230313110859-02-sbv-silicon-valley-bank-ca-0310-restricted.jpg?c=16x9&q=w_800,c_fill",2023-03-13T18:30:18Z,"For much of the weekend, Silicon Valley scrambled to find a way through what one prominent tech investor described as an extinction-level event for startups after the collapse of a top lender in the … [+6179 chars]"
23,"{'id': None, 'name': 'Biztoc.com'}",adage.com,Roku has nearly half a billion dollars at failed Silicon Valley Bank,"Per Roku’s filing, the company’s deposits with SVB are “largely uninsured.” “We expect that Roku’s ability to operate and meet its contractual obligations will not be impacted and we continue to have access to $1.4 billion in cash and cash equivalents which a…",https://biztoc.com/x/ad783176cae65ca5,https://c.biztoc.com/p/ad783176cae65ca5/og.webp,2023-03-11T00:30:19Z,"Per Rokus filing, the companys deposits with SVB are largely uninsured.We expect that Rokus ability to operate and meet its contractual obligations will not be impacted and we continue to have access… [+265 chars]"
24,"{'id': 'cnn', 'name': 'CNN'}",Ramishah Maruf,Takeaways from America's second-largest bank failure,Silicon Valley Bank's 48-hour collapse led to the second-largest failure of a financial institution in US history.,https://www.cnn.com/2023/03/11/business/svb-collapse-roundup-takeaways/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230310160759-svb-collapse-explainer.jpg?c=16x9&q=w_800,c_fill",2023-03-11T10:04:15Z,"Silicon Valley Banks 48-hour collapse led to the second-largest failure of a financial institution in US history. 
SVB was one of Americas 20 largest commercial banks and is now under the control of… [+6100 chars]"
25,"{'id': None, 'name': 'Slickdeals.net'}",GannMan,Joe Biden Action Figure | CAMP $10 ($30 minimum to ship),"50% off plus use promo code bankrun to get 40% off. Only ships with $30 or more. Camp toy store was banking with SVB when it collapsed yesterday. 
 
https://camp.com/products/fctry-joe-biden-action-fi ...",https://slickdeals.net/f/16505671-joe-biden-action-figure-camp-10-30-minimum-to-ship,https://static.slickdealscdn.com/attachment/2/7/2/0/0/4/1/4/13155355.attach,2023-03-11T20:19:48Z,"50% off plus use promo code bankrun to get 40% off. Only ships with $30 or more. Camp toy store was banking with SVB when it collapsed yesterday.https://camp.com/products/fctry-j...-home-gift
QA Not… [+109 chars]"
26,"{'id': None, 'name': 'Theeconomiccollapseblog.com'}",Michael,It’s Not Working! The Fed’s Emergency Rescue Plan Has Not Ended The Banking Panic!,"The widespread panic that we just witnessed is definitely not what the bureaucrats at the Federal Reserve were anticipating.  Following the second largest bank collapse in U.S. history on Friday and the third largest bank collapse in U.S. history on Sunday, t…",http://theeconomiccollapseblog.com/its-not-working-the-feds-emergency-rescue-plan-has-not-ended-the-banking-panic/,http://theeconomiccollapseblog.com/wp-content/uploads/2023/03/Panic-Guy-Pixabay.png,2023-03-13T23:16:35Z,The widespread panic that we just witnessed is definitely not what the bureaucrats at the Federal Reserve were anticipating.  Following the second largest bank collapse in U.S. history on Friday and … [+8858 chars]
27,"{'id': None, 'name': 'Forbes'}","Diane Brady, Forbes Staff, 
 Diane Brady, Forbes Staff
 https://www.forbes.com/sites/dianebrady/",How CAMP CEO Ben Kaufman Turned SVB’s Collapse Into A Brand-Building Experience,"“One of the stipulations of having a line of credit with them—which by the way, we no longer had—was that you had to keep all your deposits there.”",https://www.forbes.com/sites/dianebrady/2023/03/15/how-camp-ceo-ben-kaufman-turned-svbs-collapse-into-a-brand-building--experience/,https://imageio.forbes.com/specials-images/imageserve/62fe40baadccff017f1dbcbd/0x0.jpg?format=jpg&width=1200,2023-03-15T12:51:34Z,"Ben Kaufman doesnt want you to forget the fear that he felt on March 10, 2023. Thats when the founder and CEO of CAMP, a national retail chain of family experience stores, was shocked to learn that S… [+1389 chars]"
28,"{'id': None, 'name': 'New York Post'}",Lydia Moynihan,Silicon Valley Bank failure could spark run on regional banks: sources,The failure of Silicon Valley Bank on Friday could lead wealthy individuals and businesses to pull their money out of other regional and mid-sized banks across the country.,https://nypost.com/2023/03/11/silicon-valley-bank-failure-could-lead-to-run-on-other-banks/,https://nypost.com/wp-content/uploads/sites/2/2023/03/NYPICHPDPICT000008054027.jpg?quality=75&strip=all&w=1024,2023-03-11T20:49:49Z,"The failure of Silicon Valley Bank could spark a run on other regional and mid-sized banks across the country, as wealthy individuals rush to pull their money out of accounts too large for FDIC cover… [+3714 chars]"
29,"{'id': None, 'name': 'Daily Mail'}",Helena Kelly,Toyshop tied up in collapsed SVB offers parents 40% off its goods in bid to stay afloat,A New York-based Toy Store has slashed its prices in a bid to save itself following the collapse of Silicon Valley Bank.,https://www.dailymail.co.uk/news/article-11848241/Toyshop-tied-collapsed-SVB-offers-parents-40-goods-bid-stay-afloat.html,https://i.dailymail.co.uk/1s/2023/03/11/18/68587759-0-image-a-10_1678558125151.jpg,2023-03-11T19:47:05Z,"A New York-based Toy Store has slashed its prices in a desperate bid to stay afloat following the collapse of Silicon Valley Bank.
Camp toy store fired off an email to customers on Friday telling th… [+5379 chars]"
30,"{'id': 'politico', 'name': 'Politico'}","Victoria Guida, Sam Sutton",‘There’s going to be more’: How Washington is bracing for bank fallout,Battle lines are already being drawn over what caused Silicon Valley Bank’s stunning demise.,https://www.politico.com/news/2023/03/12/silicon-valley-bank-fallout-washington-00086662,https://static.politico.com/09/4b/e62d94c94656a88ee9a733bf10d9/silicon-valley-bank-84791.jpg,2023-03-12T12:49:41Z,"Imagine if politicians campaign funds were in SVB. Does anyone think we wouldnt have had more action &amp; communication? Democrat Rep. Ro Khanna, whose Northern California district is home to the ba… [+6937 chars]"
31,"{'id': None, 'name': 'UPROXX'}",Mike Redmond,"Jim Cramer Is Getting Eaten Alive For Telling People To Buy Stock In Silicon Valley Bank, Which, Uh, Just Collapsed","Getty Image


Jim Cramer made another colossally bad prediction that Twitter is having a field day with.",https://uproxx.com/viral/jim-cramer-silicon-valley-bank/,https://uproxx.com/wp-content/uploads/2023/03/jim-cramer-feat.jpg?w=710,2023-03-10T20:43:33Z,"During a February 8 episode of MSBNC’s Mad Money, host Jim Cramer instructed viewers to buy stock in Silicon Valley Bank. Just a month later, that advice is coming back to haunt the perpetually wrong… [+2902 chars]"
32,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",NYT News Service,Silicon Valley Bank's collapse causes startup chaos,"Silicon Valley Bank was also a bank to more than 2,500 venture capital firms, including Lightspeed, Bain Capital and Insight Partners. It managed the personal wealth of many tech executives and was a stalwart sponsor of Silicon Valley tech conferences, partie…",https://economictimes.indiatimes.com/tech/technology/silicon-valley-banks-collapse-causes-startup-chaos/articleshow/98556351.cms,"https://img.etimg.com/thumb/msid-98556440,width-1070,height-580,imgsize-34334,overlay-ettech/photo.jpg",2023-03-11T03:26:55Z,"Ashley Tyrner opened an account with Silicon Valley Bank for her company, FarmboxRx, two years ago. She was setting out to raise venture capital and knew the bank was a go-to for the startup industry… [+7949 chars]"
33,"{'id': 'bbc-news', 'name': 'BBC News'}",Bbc News,Silicon Valley Bank: Biden seeks to reassure US after two banks collapse - BBC News,Shares in US regional banks tumble and European stock markets fall as investors worry about a broader crisis.,https://www.bbc.co.uk/news/live/business-64940883,https://m.files.bbci.co.uk/modules/bbc-morph-news-waf-page-meta/5.3.0/bbc_news_logo.png,2023-03-13T16:11:08Z,"Ben Kaufman, chief executive of toy retailer Camp, said the US government's move to secure deposits at SVB, where his firm had about 85% of its cash, was a huge relief.His company drew attention last… [+661 chars]"
34,"{'id': None, 'name': 'MarketWatch'}",Lydia Moynihan,The New York Post: Silicon Valley Bank failure could spark run on regional banks,"The failure of Silicon Valley Bank could spark a run on other regional and mid-sized banks across the country, as wealthy individuals rush to pull their money out of accounts too large for FDIC coverage and flee to larger, more stable institutions amid fears …",https://www.marketwatch.com/story/silicon-valley-bank-failure-could-spark-run-on-regional-banks-sources-9fa706f,https://images.mktw.net/im-741003/social,2023-03-11T23:04:00Z,"The failure of Silicon Valley Bank could spark a run on other regional and mid-sized banks across the country, as wealthy individuals rush to pull their money out of accounts too large for FDIC cover… [+3431 chars]"
35,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Mascarenhas,How founders are reacting to Silicon Valley Bank’s collapse,What happened to SVB? The ripple effect of SVB’s downfall is reverberating throughout the tech sector.,https://techcrunch.com/2023/03/10/silicon-valley-bank-founders-reactions/,"https://techcrunch.com/wp-content/uploads/2023/03/svb-door-closed.jpg?resize=1200,811",2023-03-10T21:36:48Z,Engineers at Polymath Robotics were working late Wednesday night on multiple projects when co-founder and CEO Stefan Seltz-Axmacher noticed chatter about Silicon Valley Bank in a YC founder WhatsApp … [+13660 chars]
